Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Credit score,Income
49.0,1,2.0,3,1,0,3342.0,19.0,0,0,663.0,49686.0
50.0,1,3.0,1,1,3,5009.0,10.0,0,0,632.0,66351.0
61.0,2,3.0,1,2,1,2656.0,50.0,3,0,638.0,-1.0
50.0,2,1.0,3,4,1,4551.0,-1.0,5,0,707.0,43848.0
46.0,1,2.0,0,2,0,2836.0,46.0,1,1,717.0,38186.0
25.0,1,3.0,3,2,4,2245.0,20.0,3,0,767.0,52903.0
-1.0,1,1.0,1,2,0,500.0,13.0,4,0,633.0,46672.0
-1.0,2,2.0,2,2,3,7165.0,11.0,3,0,449.0,70527.0
40.0,1,-1.0,2,2,4,3628.0,41.0,5,0,641.0,40487.0
54.0,1,1.0,3,3,2,10796.0,26.0,4,1,-1.0,39635.0
24.0,1,-1.0,3,0,1,1108.0,54.0,4,1,563.0,29410.0
43.0,2,1.0,2,0,3,7961.0,10.0,5,1,704.0,47570.0
27.0,2,2.0,3,4,3,1560.0,-1.0,3,0,714.0,44497.0
27.0,2,3.0,1,4,4,3712.0,34.0,2,0,850.0,30949.0
44.0,0,3.0,1,4,1,9592.0,53.0,5,0,720.0,48267.0
57.0,2,1.0,3,0,3,7841.0,10.0,5,1,467.0,32954.0
40.0,2,2.0,0,2,4,3047.0,18.0,5,1,630.0,40631.0
44.0,1,1.0,2,3,0,8094.0,35.0,2,1,439.0,40756.0
51.0,1,2.0,2,3,2,6067.0,40.0,4,1,710.0,33285.0
26.0,2,3.0,1,2,1,5128.0,51.0,5,1,-1.0,41266.0
58.0,2,1.0,2,2,3,10285.0,36.0,3,1,567.0,33448.0
54.0,1,-1.0,0,0,1,5845.0,8.0,5,0,-1.0,70567.0
50.0,2,1.0,2,4,3,6628.0,60.0,4,1,689.0,58358.0
50.0,1,-1.0,1,2,2,6988.0,9.0,4,0,701.0,36310.0
42.0,1,1.0,0,0,4,5602.0,49.0,3,0,-1.0,35048.0
37.0,2,2.0,3,0,3,3515.0,54.0,0,1,602.0,28738.0
33.0,1,3.0,3,1,3,4619.0,24.0,5,1,528.0,46816.0
60.0,1,3.0,2,2,3,4525.0,19.0,0,0,850.0,33451.0
59.0,2,3.0,3,4,1,-1.0,25.0,3,1,479.0,31224.0
33.0,1,2.0,3,4,4,7159.0,37.0,2,1,531.0,35199.0
25.0,1,2.0,2,4,4,3269.0,53.0,3,1,506.0,25038.0
60.0,2,2.0,1,3,3,2440.0,37.0,2,1,487.0,38966.0
64.0,2,1.0,3,1,3,2892.0,51.0,0,1,553.0,48945.0
37.0,1,3.0,3,0,2,-1.0,51.0,1,0,690.0,35246.0
45.0,1,3.0,0,3,2,6725.0,44.0,5,1,502.0,30050.0
60.0,1,1.0,3,1,3,5980.0,37.0,4,0,478.0,42429.0
27.0,2,1.0,3,1,4,4000.0,30.0,2,0,704.0,39029.0
-1.0,2,-1.0,2,1,3,11304.0,49.0,3,1,491.0,36679.0
42.0,2,-1.0,0,4,2,2300.0,36.0,3,0,599.0,40903.0
-1.0,1,3.0,3,3,3,3074.0,24.0,3,1,608.0,36848.0
37.0,2,2.0,1,4,2,1469.0,23.0,1,1,729.0,30705.0
45.0,1,2.0,2,3,3,6064.0,60.0,1,1,619.0,23194.0
30.0,1,3.0,3,3,4,1558.0,37.0,5,0,602.0,63690.0
44.0,1,3.0,2,4,4,6454.0,53.0,3,1,611.0,11809.0
32.0,2,2.0,3,2,3,9230.0,21.0,1,0,776.0,41642.0
51.0,2,3.0,3,1,1,9097.0,14.0,3,1,564.0,19496.0
23.0,2,3.0,3,2,0,3241.0,50.0,4,1,500.0,36486.0
49.0,2,-1.0,2,0,0,5947.0,18.0,2,1,496.0,50887.0
59.0,2,1.0,1,2,0,8851.0,21.0,5,1,749.0,36137.0
34.0,2,1.0,3,4,4,5261.0,22.0,4,0,818.0,68338.0
51.0,0,1.0,3,2,4,7354.0,23.0,1,0,590.0,35804.0
48.0,1,1.0,2,2,4,2814.0,42.0,0,0,526.0,40594.0
44.0,2,2.0,1,0,1,7346.0,-1.0,3,1,800.0,36637.0
25.0,1,3.0,2,0,4,7903.0,-1.0,2,1,666.0,27693.0
29.0,2,2.0,2,0,3,5628.0,12.0,2,0,518.0,30691.0
31.0,0,2.0,1,1,3,10600.0,41.0,1,0,724.0,31346.0
41.0,1,2.0,3,1,1,11478.0,17.0,1,0,745.0,31541.0
27.0,1,2.0,3,3,4,7925.0,14.0,2,0,850.0,30607.0
55.0,0,2.0,3,2,2,-1.0,12.0,0,0,698.0,53063.0
29.0,2,3.0,3,3,1,3243.0,41.0,0,0,399.0,33364.0
23.0,2,1.0,2,4,3,6259.0,46.0,4,0,772.0,37091.0
38.0,2,3.0,2,1,2,7153.0,29.0,2,0,828.0,43352.0
59.0,1,3.0,1,0,1,8347.0,51.0,3,1,648.0,35815.0
-1.0,2,1.0,1,4,1,4002.0,40.0,5,0,708.0,58935.0
50.0,1,2.0,2,1,4,11555.0,45.0,2,1,785.0,27009.0
53.0,0,2.0,3,3,4,6606.0,19.0,1,0,514.0,-1.0
63.0,2,3.0,3,3,0,1543.0,36.0,4,0,662.0,14244.0
48.0,2,1.0,2,1,0,5162.0,48.0,1,0,801.0,38072.0
46.0,1,1.0,2,3,1,3332.0,38.0,3,1,681.0,33672.0
65.0,1,2.0,3,2,3,7728.0,42.0,5,1,800.0,25260.0
31.0,2,2.0,1,3,4,6048.0,25.0,5,0,-1.0,53581.0
44.0,2,1.0,1,2,2,5521.0,46.0,1,0,626.0,35221.0
60.0,1,2.0,2,4,2,7263.0,37.0,3,0,850.0,43528.0
30.0,2,2.0,1,4,1,7347.0,47.0,3,1,559.0,45098.0
43.0,2,1.0,2,0,4,4444.0,35.0,4,0,598.0,43306.0
54.0,1,2.0,1,4,3,10616.0,46.0,5,0,726.0,52489.0
54.0,2,2.0,1,4,0,6409.0,14.0,3,1,599.0,13069.0
45.0,1,1.0,3,3,4,12604.0,24.0,0,1,414.0,33973.0
-1.0,1,3.0,3,1,1,8069.0,42.0,5,0,755.0,47099.0
50.0,1,3.0,3,3,1,-1.0,45.0,1,1,507.0,28062.0
52.0,1,2.0,3,0,4,932.0,45.0,2,0,735.0,29318.0
32.0,1,3.0,1,2,2,603.0,42.0,3,1,511.0,-1.0
52.0,1,1.0,3,1,0,5006.0,53.0,4,1,357.0,49549.0
61.0,1,2.0,1,2,4,-1.0,51.0,1,0,741.0,44996.0
30.0,1,1.0,0,4,4,1689.0,42.0,2,0,692.0,50308.0
22.0,1,1.0,1,1,2,7848.0,54.0,3,0,779.0,46088.0
43.0,1,2.0,1,2,2,8046.0,31.0,2,0,662.0,31077.0
61.0,1,2.0,1,2,1,5629.0,31.0,1,0,686.0,15356.0
52.0,2,2.0,2,0,4,10137.0,36.0,4,0,679.0,37951.0
45.0,1,3.0,2,1,3,8081.0,-1.0,2,1,522.0,13898.0
-1.0,2,2.0,1,1,2,9964.0,13.0,2,1,740.0,38398.0
32.0,2,2.0,2,1,0,10395.0,-1.0,4,1,594.0,40259.0
64.0,1,2.0,0,4,4,9742.0,35.0,5,1,613.0,42078.0
28.0,2,3.0,0,1,4,8030.0,40.0,1,0,611.0,-1.0
42.0,1,3.0,1,2,4,7844.0,-1.0,2,1,603.0,64595.0
28.0,1,3.0,1,1,2,1705.0,46.0,5,0,534.0,38708.0
47.0,2,-1.0,0,3,2,8357.0,20.0,0,1,424.0,38726.0
50.0,1,-1.0,0,3,1,1911.0,35.0,0,0,653.0,24761.0
45.0,2,3.0,3,3,4,6547.0,10.0,2,0,761.0,39325.0
48.0,1,-1.0,1,2,2,7286.0,25.0,4,1,587.0,-1.0
53.0,1,3.0,1,1,1,7853.0,50.0,3,1,653.0,54555.0
-1.0,1,1.0,2,4,3,5274.0,12.0,5,0,639.0,-1.0
-1.0,1,1.0,1,1,1,12556.0,30.0,4,1,627.0,38284.0
27.0,2,1.0,3,1,4,8228.0,24.0,3,0,724.0,55514.0
-1.0,2,2.0,1,2,2,8090.0,26.0,5,0,592.0,-1.0
52.0,1,3.0,2,3,1,5508.0,28.0,4,1,616.0,53312.0
50.0,2,1.0,1,1,0,11132.0,35.0,1,1,534.0,14970.0
40.0,2,1.0,2,0,1,3668.0,59.0,4,1,655.0,43276.0
40.0,2,1.0,3,1,1,6861.0,54.0,2,1,604.0,27397.0
33.0,2,3.0,3,2,2,2613.0,27.0,3,0,692.0,28882.0
24.0,2,1.0,3,1,4,1991.0,-1.0,5,0,651.0,-1.0
59.0,1,1.0,3,3,3,4967.0,16.0,5,0,753.0,30980.0
45.0,1,1.0,1,1,1,1475.0,53.0,2,0,746.0,37028.0
46.0,1,-1.0,1,3,2,-1.0,27.0,0,0,-1.0,-1.0
20.0,1,-1.0,3,4,2,5275.0,52.0,0,1,503.0,38217.0
60.0,1,1.0,1,4,1,3186.0,23.0,5,1,683.0,44913.0
43.0,1,3.0,2,3,0,4965.0,-1.0,3,0,603.0,21467.0
56.0,1,2.0,1,1,2,5620.0,21.0,2,1,624.0,37715.0
51.0,1,2.0,1,0,4,5522.0,24.0,2,1,-1.0,40412.0
43.0,2,1.0,1,3,4,-1.0,23.0,4,1,800.0,32543.0
46.0,1,3.0,3,3,3,-1.0,15.0,5,0,622.0,41393.0
-1.0,1,1.0,2,1,4,5045.0,37.0,5,1,602.0,19172.0
27.0,1,2.0,1,1,4,5481.0,44.0,2,1,548.0,34690.0
65.0,2,1.0,1,2,1,5232.0,22.0,2,1,607.0,14013.0
-1.0,0,2.0,2,2,2,8739.0,44.0,2,1,485.0,58642.0
49.0,1,3.0,3,3,1,5465.0,48.0,3,0,589.0,45899.0
65.0,2,2.0,2,0,4,6033.0,43.0,3,1,591.0,56987.0
-1.0,2,3.0,3,3,2,2238.0,33.0,4,0,721.0,-1.0
25.0,1,-1.0,2,4,4,7374.0,28.0,0,1,706.0,43465.0
57.0,2,2.0,1,1,2,4820.0,44.0,3,1,350.0,10000.0
-1.0,1,-1.0,1,2,3,8639.0,58.0,2,1,634.0,-1.0
60.0,1,3.0,3,3,1,-1.0,52.0,2,0,611.0,26325.0
-1.0,2,1.0,1,0,1,6369.0,46.0,4,0,-1.0,62280.0
65.0,1,3.0,2,4,1,9356.0,54.0,5,1,599.0,60159.0
-1.0,2,2.0,3,3,3,5443.0,12.0,1,0,-1.0,-1.0
33.0,2,1.0,3,3,2,6844.0,32.0,1,1,524.0,20837.0
39.0,1,2.0,1,4,3,3008.0,52.0,2,0,412.0,36462.0
64.0,2,2.0,2,1,4,3888.0,16.0,2,0,612.0,57743.0
28.0,2,1.0,3,4,4,3825.0,24.0,1,1,-1.0,52290.0
54.0,1,2.0,3,1,1,6762.0,16.0,3,0,745.0,65889.0
39.0,1,3.0,2,1,3,4281.0,56.0,1,1,-1.0,31027.0
26.0,1,2.0,2,2,2,1396.0,10.0,3,0,584.0,34437.0
61.0,1,3.0,0,4,3,8709.0,13.0,3,1,563.0,22313.0
64.0,1,1.0,1,3,3,11056.0,11.0,5,1,711.0,-1.0
40.0,2,2.0,3,1,3,8162.0,51.0,5,0,-1.0,-1.0
38.0,2,2.0,3,3,2,5832.0,34.0,4,1,556.0,23261.0
44.0,1,-1.0,1,1,2,6805.0,22.0,1,1,614.0,63769.0
42.0,1,2.0,2,1,3,5939.0,52.0,1,0,768.0,26539.0
62.0,2,3.0,1,2,3,5204.0,32.0,1,0,585.0,26727.0
39.0,2,3.0,3,3,4,6709.0,22.0,3,0,582.0,29027.0
33.0,2,2.0,1,1,0,8931.0,-1.0,1,0,578.0,19503.0
45.0,1,2.0,1,3,4,8222.0,-1.0,1,1,-1.0,21499.0
35.0,1,2.0,3,0,4,3840.0,44.0,2,0,620.0,26839.0
-1.0,0,3.0,1,3,4,2052.0,57.0,5,1,576.0,46661.0
23.0,1,1.0,0,2,1,-1.0,-1.0,2,0,664.0,37312.0
55.0,1,3.0,2,2,1,8357.0,14.0,5,1,715.0,35536.0
-1.0,1,-1.0,3,1,4,4526.0,18.0,2,0,617.0,43221.0
51.0,2,2.0,0,2,4,6469.0,51.0,2,1,611.0,50473.0
60.0,1,3.0,1,0,0,3940.0,30.0,4,1,471.0,41345.0
45.0,0,1.0,1,4,4,1417.0,35.0,4,1,577.0,26671.0
24.0,1,3.0,3,4,0,3562.0,58.0,2,1,495.0,10000.0
26.0,1,2.0,3,2,2,7635.0,36.0,3,0,647.0,44440.0
36.0,2,3.0,1,2,2,7725.0,16.0,1,0,608.0,49190.0
39.0,1,2.0,1,3,3,3174.0,20.0,4,0,573.0,41720.0
24.0,1,2.0,1,2,3,-1.0,37.0,2,1,540.0,40454.0
57.0,1,3.0,1,4,4,6631.0,20.0,2,1,554.0,50388.0
46.0,1,2.0,1,1,4,-1.0,32.0,0,0,-1.0,50296.0
26.0,1,1.0,3,4,4,10901.0,59.0,2,1,489.0,-1.0
54.0,1,3.0,1,1,4,3225.0,9.0,4,0,732.0,33821.0
25.0,2,1.0,1,2,2,2669.0,42.0,1,1,637.0,27086.0
27.0,2,1.0,2,0,2,500.0,-1.0,2,0,-1.0,34791.0
51.0,1,2.0,2,0,2,-1.0,53.0,5,1,-1.0,15537.0
-1.0,1,1.0,2,1,0,3024.0,10.0,4,0,-1.0,44161.0
63.0,1,3.0,1,3,3,11982.0,10.0,5,1,791.0,25314.0
29.0,2,3.0,1,2,4,8370.0,37.0,4,1,568.0,75932.0
-1.0,2,2.0,2,3,1,10356.0,54.0,4,0,558.0,43806.0
24.0,2,-1.0,2,1,2,7186.0,-1.0,1,1,570.0,24888.0
57.0,2,3.0,3,3,1,-1.0,36.0,2,0,616.0,45285.0
33.0,2,1.0,3,2,2,4101.0,40.0,4,0,725.0,24497.0
25.0,2,2.0,2,0,3,5374.0,27.0,2,1,494.0,16745.0
44.0,1,3.0,2,4,1,5322.0,39.0,2,0,749.0,54133.0
44.0,1,1.0,2,3,1,9128.0,58.0,5,1,510.0,20703.0
63.0,1,-1.0,2,2,1,6244.0,49.0,3,1,500.0,24570.0
25.0,1,2.0,0,4,2,2898.0,17.0,2,0,524.0,37613.0
26.0,1,1.0,1,3,4,9275.0,58.0,5,1,671.0,51568.0
20.0,1,1.0,1,3,2,500.0,-1.0,0,0,728.0,55196.0
22.0,2,2.0,1,2,3,4180.0,33.0,5,1,571.0,-1.0
53.0,0,3.0,3,1,2,7978.0,19.0,5,1,630.0,45866.0
-1.0,2,3.0,3,3,2,6174.0,49.0,1,0,530.0,57820.0
38.0,1,3.0,1,4,4,8379.0,13.0,5,1,662.0,34754.0
39.0,1,1.0,0,0,3,-1.0,26.0,1,0,600.0,50913.0
32.0,1,3.0,3,2,3,4843.0,41.0,2,0,689.0,45765.0
57.0,2,2.0,1,3,4,3882.0,24.0,3,0,556.0,-1.0
40.0,1,2.0,2,3,1,6589.0,-1.0,3,0,752.0,41052.0
48.0,1,2.0,1,4,4,5160.0,-1.0,2,0,627.0,36051.0
61.0,1,2.0,2,3,2,1953.0,44.0,2,0,706.0,40783.0
-1.0,1,2.0,1,2,1,-1.0,23.0,3,0,716.0,13702.0
25.0,1,3.0,1,2,4,6177.0,42.0,2,1,637.0,22223.0
50.0,1,1.0,2,4,1,6109.0,59.0,3,1,629.0,10000.0
59.0,1,2.0,1,3,1,4852.0,42.0,5,0,781.0,65610.0
31.0,1,3.0,0,1,1,2966.0,42.0,1,1,582.0,25933.0
47.0,2,2.0,3,4,4,10721.0,41.0,1,0,583.0,43885.0
22.0,1,1.0,2,1,3,9305.0,42.0,4,0,650.0,-1.0
53.0,2,1.0,3,2,1,3467.0,-1.0,2,1,625.0,15677.0
62.0,2,1.0,2,1,3,7608.0,-1.0,4,1,716.0,51208.0
32.0,2,1.0,2,4,2,13111.0,29.0,2,1,593.0,48443.0
21.0,2,2.0,3,4,4,5007.0,22.0,2,0,641.0,45831.0
36.0,1,2.0,2,2,3,1325.0,53.0,5,0,698.0,33193.0
45.0,1,-1.0,1,2,4,3107.0,37.0,3,0,621.0,43842.0
22.0,1,3.0,2,4,4,7671.0,52.0,3,1,636.0,44640.0
25.0,2,2.0,3,4,1,9867.0,40.0,2,1,-1.0,15445.0
65.0,2,3.0,3,3,4,2971.0,33.0,0,0,415.0,41478.0
57.0,2,1.0,3,4,3,4670.0,32.0,1,0,719.0,54377.0
63.0,2,2.0,2,0,3,6593.0,53.0,4,1,542.0,26915.0
44.0,2,2.0,2,1,0,9597.0,18.0,3,1,579.0,16407.0
-1.0,1,2.0,2,2,2,5858.0,44.0,2,0,737.0,60132.0
38.0,2,1.0,1,3,4,6068.0,26.0,0,0,633.0,46113.0
59.0,2,3.0,0,2,2,-1.0,23.0,1,1,397.0,25868.0
24.0,1,1.0,1,1,0,2040.0,47.0,5,0,780.0,50084.0
37.0,2,3.0,1,4,4,4348.0,30.0,3,1,526.0,38799.0
48.0,2,1.0,2,2,0,6721.0,42.0,4,1,519.0,44714.0
34.0,2,1.0,0,4,3,2612.0,46.0,5,1,513.0,61473.0
43.0,1,2.0,3,2,3,4740.0,11.0,3,0,629.0,41427.0
43.0,1,1.0,1,2,3,8149.0,57.0,2,1,607.0,32562.0
65.0,2,1.0,0,1,3,3100.0,17.0,0,0,649.0,31384.0
59.0,1,3.0,3,3,2,8845.0,34.0,3,1,502.0,31000.0
58.0,1,2.0,2,2,3,2208.0,14.0,0,0,838.0,26863.0
-1.0,1,3.0,2,1,4,5510.0,18.0,5,1,564.0,33939.0
36.0,2,1.0,2,2,3,7504.0,36.0,1,1,742.0,11351.0
34.0,2,1.0,1,4,4,2552.0,12.0,1,0,643.0,43555.0
39.0,2,2.0,2,4,4,9761.0,25.0,2,0,532.0,53243.0
39.0,1,3.0,1,2,3,9066.0,44.0,5,1,529.0,55296.0
33.0,2,3.0,2,2,1,500.0,20.0,4,0,651.0,55590.0
36.0,2,-1.0,2,4,4,6828.0,45.0,4,1,688.0,10000.0
63.0,1,2.0,2,1,0,4068.0,49.0,4,0,524.0,-1.0
48.0,1,1.0,3,0,0,7459.0,24.0,4,1,702.0,44980.0
-1.0,2,1.0,2,4,1,5323.0,46.0,0,0,694.0,54338.0
36.0,1,3.0,2,4,2,2570.0,20.0,5,1,712.0,23573.0
60.0,2,2.0,2,2,3,-1.0,13.0,1,0,676.0,61503.0
-1.0,1,1.0,1,3,4,6836.0,47.0,5,0,651.0,-1.0
46.0,2,2.0,1,1,2,5020.0,39.0,3,0,598.0,54359.0
26.0,2,2.0,2,0,2,10975.0,50.0,5,1,670.0,43308.0
35.0,2,2.0,1,1,2,7574.0,33.0,5,1,-1.0,55114.0
50.0,1,1.0,1,2,3,7332.0,42.0,1,0,713.0,53291.0
46.0,1,2.0,2,0,4,5725.0,35.0,4,1,797.0,40003.0
28.0,2,-1.0,2,2,2,4163.0,47.0,3,1,702.0,16169.0
-1.0,2,3.0,1,4,4,3110.0,25.0,2,0,-1.0,44156.0
-1.0,2,3.0,1,1,3,8413.0,52.0,3,0,687.0,36442.0
44.0,1,3.0,2,4,1,3853.0,-1.0,1,1,629.0,34187.0
24.0,2,3.0,2,2,1,7895.0,49.0,3,1,618.0,47861.0
22.0,2,1.0,1,3,2,6619.0,11.0,3,1,735.0,55813.0
38.0,1,2.0,1,3,3,-1.0,36.0,5,0,816.0,-1.0
37.0,1,1.0,0,3,1,12101.0,37.0,2,1,656.0,27393.0
25.0,0,3.0,1,3,3,4910.0,-1.0,2,1,545.0,40314.0
37.0,2,1.0,2,2,1,6080.0,40.0,5,0,708.0,32836.0
61.0,1,2.0,2,4,3,3561.0,50.0,3,0,723.0,39204.0
38.0,2,1.0,2,3,2,-1.0,26.0,3,0,484.0,23303.0
36.0,2,3.0,1,1,1,4969.0,38.0,5,1,504.0,55960.0
59.0,2,2.0,2,4,3,4561.0,43.0,2,1,599.0,40410.0
57.0,1,1.0,2,2,3,5914.0,19.0,4,1,620.0,36104.0
21.0,2,-1.0,3,2,4,8566.0,45.0,3,1,684.0,22266.0
49.0,2,2.0,3,2,4,9044.0,26.0,2,0,669.0,66445.0
49.0,0,1.0,1,1,4,2646.0,46.0,1,1,725.0,-1.0
49.0,1,3.0,0,4,1,4959.0,54.0,4,0,705.0,57332.0
34.0,1,1.0,1,4,2,-1.0,40.0,2,1,564.0,23154.0
49.0,1,3.0,2,1,1,5311.0,53.0,2,0,609.0,28055.0
49.0,2,1.0,1,2,2,10461.0,15.0,0,1,625.0,27660.0
53.0,1,2.0,1,3,2,8529.0,54.0,2,1,618.0,17790.0
22.0,1,3.0,2,3,2,8334.0,49.0,0,1,800.0,30754.0
-1.0,2,2.0,3,4,2,7506.0,10.0,2,0,582.0,50189.0
20.0,1,2.0,2,3,4,7700.0,28.0,3,1,458.0,17516.0
47.0,1,1.0,3,2,1,7266.0,36.0,4,0,692.0,51797.0
-1.0,1,2.0,2,3,2,6500.0,16.0,0,0,601.0,36630.0
49.0,2,3.0,1,2,4,7999.0,57.0,2,1,-1.0,22183.0
56.0,2,1.0,3,1,4,5864.0,55.0,5,1,800.0,25767.0
64.0,2,1.0,2,3,3,-1.0,15.0,3,1,-1.0,32613.0
42.0,1,3.0,1,2,1,4390.0,17.0,3,1,637.0,28287.0
48.0,1,3.0,1,4,4,6551.0,-1.0,2,1,602.0,32179.0
57.0,2,1.0,2,4,4,5927.0,9.0,2,0,801.0,35827.0
64.0,1,3.0,3,2,2,3653.0,-1.0,4,1,597.0,40901.0
31.0,1,1.0,1,3,0,5824.0,14.0,0,0,-1.0,50100.0
-1.0,2,2.0,3,3,0,4954.0,10.0,5,0,723.0,39561.0
50.0,1,-1.0,3,0,2,-1.0,-1.0,1,1,348.0,50715.0
49.0,1,3.0,1,2,2,8045.0,18.0,5,1,504.0,41916.0
38.0,1,-1.0,0,2,0,5226.0,8.0,5,0,668.0,50214.0
33.0,2,1.0,2,4,4,6115.0,-1.0,4,0,613.0,53461.0
39.0,2,2.0,1,4,1,7186.0,28.0,1,1,656.0,43072.0
43.0,1,2.0,1,4,2,3500.0,28.0,1,0,799.0,39886.0
-1.0,1,3.0,3,2,4,8039.0,-1.0,2,1,571.0,-1.0
-1.0,2,-1.0,2,0,2,-1.0,12.0,4,1,488.0,24806.0
23.0,2,1.0,1,0,2,9424.0,39.0,2,1,685.0,55099.0
42.0,0,-1.0,3,4,4,8429.0,46.0,4,1,472.0,38173.0
30.0,2,3.0,1,2,1,6703.0,32.0,1,0,666.0,40433.0
61.0,1,3.0,3,0,4,8081.0,25.0,2,1,577.0,30413.0
48.0,0,2.0,3,3,1,4727.0,-1.0,5,1,694.0,61849.0
30.0,1,3.0,3,4,2,2163.0,34.0,4,0,850.0,47883.0
57.0,1,3.0,2,0,3,5860.0,39.0,5,0,603.0,-1.0
35.0,1,3.0,3,4,4,3299.0,13.0,3,0,780.0,28636.0
44.0,2,1.0,2,3,0,8124.0,49.0,3,1,463.0,18437.0
27.0,1,3.0,2,2,0,10220.0,33.0,5,0,728.0,28335.0
37.0,0,2.0,1,4,2,5059.0,30.0,4,0,765.0,47679.0
39.0,2,2.0,3,3,3,6178.0,44.0,4,0,612.0,35805.0
49.0,2,2.0,1,3,0,-1.0,13.0,0,0,662.0,22914.0
48.0,1,2.0,2,2,3,7107.0,45.0,4,1,533.0,27551.0
34.0,1,3.0,1,3,1,7742.0,37.0,4,1,445.0,45378.0
38.0,2,2.0,2,3,3,5813.0,27.0,3,0,584.0,41392.0
40.0,2,1.0,2,2,4,8011.0,27.0,0,0,748.0,25336.0
54.0,1,2.0,2,0,2,3716.0,-1.0,4,0,509.0,29930.0
56.0,2,2.0,2,2,2,7777.0,32.0,5,0,850.0,-1.0
39.0,2,1.0,3,2,3,5428.0,16.0,4,0,466.0,36152.0
45.0,1,2.0,2,1,4,7469.0,27.0,4,0,731.0,54947.0
59.0,1,1.0,3,1,0,2324.0,36.0,1,1,-1.0,26781.0
53.0,2,3.0,1,3,1,8130.0,57.0,5,1,613.0,27708.0
39.0,1,1.0,1,2,3,7987.0,36.0,0,1,-1.0,48012.0
52.0,1,2.0,0,1,1,6630.0,32.0,5,0,760.0,12000.0
-1.0,2,1.0,3,3,1,8316.0,18.0,4,1,679.0,44202.0
56.0,1,3.0,3,2,0,-1.0,14.0,5,1,553.0,32426.0
61.0,2,3.0,1,3,4,-1.0,53.0,5,1,590.0,38850.0
24.0,2,3.0,3,4,4,4983.0,-1.0,5,0,734.0,52835.0
42.0,2,3.0,3,2,1,5621.0,20.0,5,0,-1.0,63162.0
56.0,2,1.0,2,2,3,1370.0,46.0,0,1,721.0,30611.0
30.0,1,3.0,2,0,3,7453.0,12.0,5,0,556.0,46365.0
-1.0,2,-1.0,1,1,3,3093.0,33.0,3,1,509.0,48094.0
50.0,1,3.0,2,1,2,8745.0,19.0,1,1,725.0,51280.0
24.0,1,3.0,3,4,1,8386.0,10.0,4,0,802.0,59242.0
62.0,2,3.0,1,1,1,5870.0,53.0,4,0,836.0,-1.0
34.0,2,2.0,0,2,3,6342.0,21.0,3,1,453.0,51004.0
64.0,1,3.0,1,1,2,10295.0,60.0,5,1,627.0,25349.0
27.0,1,2.0,0,4,3,9830.0,19.0,1,0,820.0,-1.0
30.0,2,3.0,1,4,4,2955.0,14.0,2,0,-1.0,25010.0
38.0,2,3.0,3,1,2,7641.0,22.0,3,0,674.0,47619.0
57.0,1,3.0,0,4,4,9148.0,45.0,2,1,659.0,42041.0
38.0,2,2.0,3,2,0,2512.0,53.0,3,1,447.0,10000.0
22.0,2,1.0,3,1,3,3578.0,55.0,4,1,586.0,23581.0
52.0,1,3.0,1,1,2,5050.0,42.0,1,0,547.0,39671.0
49.0,2,2.0,3,0,1,4167.0,22.0,4,0,724.0,50062.0
-1.0,2,3.0,2,0,3,6517.0,55.0,1,1,721.0,34332.0
49.0,1,-1.0,1,3,4,6534.0,33.0,2,1,419.0,31264.0
48.0,1,3.0,2,2,2,11809.0,23.0,3,0,757.0,32515.0
-1.0,0,2.0,1,4,3,9099.0,12.0,0,0,-1.0,28237.0
21.0,2,1.0,3,4,4,7160.0,50.0,3,1,491.0,37581.0
54.0,2,1.0,3,4,0,8200.0,46.0,1,1,800.0,26418.0
41.0,1,1.0,2,1,0,6307.0,27.0,4,1,483.0,54965.0
30.0,2,3.0,2,4,0,2643.0,12.0,0,0,601.0,45012.0
50.0,2,3.0,2,0,2,7606.0,41.0,1,1,-1.0,27853.0
61.0,1,1.0,2,0,2,-1.0,53.0,4,0,779.0,23452.0
36.0,2,1.0,3,2,4,8348.0,-1.0,5,1,667.0,40076.0
51.0,1,-1.0,1,3,0,2375.0,15.0,5,0,549.0,49190.0
52.0,1,-1.0,1,4,1,8212.0,49.0,4,0,653.0,47991.0
32.0,1,3.0,2,1,1,1607.0,37.0,3,0,693.0,13845.0
41.0,1,2.0,1,4,0,8976.0,49.0,4,0,647.0,-1.0
-1.0,1,3.0,2,2,3,7444.0,34.0,3,1,-1.0,20897.0
50.0,2,1.0,3,4,2,4066.0,14.0,5,1,636.0,29015.0
-1.0,1,2.0,3,4,3,5026.0,13.0,2,1,633.0,10698.0
57.0,2,1.0,1,3,2,3023.0,53.0,1,1,624.0,55679.0
26.0,2,1.0,3,2,2,2402.0,22.0,3,0,643.0,58637.0
51.0,1,2.0,1,4,2,4638.0,60.0,1,1,527.0,44057.0
65.0,2,3.0,0,4,2,8991.0,52.0,2,1,381.0,31235.0
58.0,2,1.0,3,3,1,4655.0,45.0,5,0,748.0,35551.0
39.0,0,2.0,2,1,1,10152.0,21.0,0,1,514.0,61984.0
27.0,1,3.0,1,4,0,7688.0,41.0,3,1,644.0,33089.0
63.0,1,1.0,0,4,4,850.0,24.0,4,1,696.0,60147.0
-1.0,2,3.0,0,4,4,500.0,27.0,3,1,-1.0,22062.0
