Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Credit score,Income
52,male,2,own,NA,rich,10137,36,furniture/equipment,good,679,37951
45,female,3,own,little,none,8081,NA,car,bad,522,13898
NA,male,2,free,little,moderate,9964,13,car,bad,740,38398
32,male,2,own,little,NA,10395,NA,furniture/equipment,bad,594,40259
64,female,2,NA,rich,rich,9742,35,radio/TV,bad,613,42078
28,male,3,NA,little,rich,8030,40,business,good,611,NA
42,female,3,free,moderate,rich,7844,NA,car,bad,603,64595
28,female,3,free,little,moderate,1705,46,radio/TV,good,534,38708
47,male,NA,NA,none,moderate,8357,20,NA,bad,424,38726
50,female,NA,NA,none,little,1911,35,NA,good,653,24761
45,male,3,rent,none,rich,6547,10,car,good,761,39325
48,female,NA,free,moderate,moderate,7286,25,furniture/equipment,bad,587,NA
53,female,3,free,little,little,7853,50,education,bad,653,54555
NA,female,1,own,rich,none,5274,12,radio/TV,good,639,NA
NA,female,1,free,little,little,12556,30,furniture/equipment,bad,627,38284
27,male,1,rent,little,rich,8228,24,education,good,724,55514
NA,male,2,free,moderate,moderate,8090,26,radio/TV,good,592,NA
52,female,3,own,none,little,5508,28,furniture/equipment,bad,616,53312
50,male,1,free,little,NA,11132,35,business,bad,534,14970
40,male,1,own,NA,little,3668,59,furniture/equipment,bad,655,43276
40,male,1,rent,little,little,6861,54,car,bad,604,27397
33,male,3,rent,moderate,moderate,2613,27,education,good,692,28882
24,male,1,rent,little,rich,1991,NA,radio/TV,good,651,NA
59,female,1,rent,none,none,4967,16,radio/TV,good,753,30980
45,female,1,free,little,little,1475,53,car,good,746,37028
46,female,NA,free,none,moderate,NA,27,NA,good,NA,NA
20,female,NA,rent,rich,moderate,5275,52,NA,bad,503,38217
60,female,1,free,rich,little,3186,23,radio/TV,bad,683,44913
43,female,3,own,none,NA,4965,NA,education,good,603,21467
56,female,2,free,little,moderate,5620,21,car,bad,624,37715
51,female,2,free,NA,rich,5522,24,car,bad,NA,40412
43,male,1,free,none,rich,NA,23,furniture/equipment,bad,800,32543
46,female,3,rent,none,none,NA,15,radio/TV,good,622,41393
NA,female,1,own,little,rich,5045,37,radio/TV,bad,602,19172
27,female,2,free,little,rich,5481,44,car,bad,548,34690
65,male,1,free,moderate,little,5232,22,car,bad,607,14013
NA,NA,2,own,moderate,moderate,8739,44,car,bad,485,58642
49,female,3,rent,none,little,5465,48,education,good,589,45899
65,male,2,own,NA,rich,6033,43,education,bad,591,56987
NA,male,3,rent,none,moderate,2238,33,furniture/equipment,good,721,NA
25,female,NA,own,rich,rich,7374,28,NA,bad,706,43465
57,male,2,free,little,moderate,4820,44,education,bad,350,10000
NA,female,NA,free,moderate,none,8639,58,car,bad,634,NA
60,female,3,rent,none,little,NA,52,car,good,611,26325
NA,male,1,free,NA,little,6369,46,furniture/equipment,good,NA,62280
65,female,3,own,rich,little,9356,54,radio/TV,bad,599,60159
NA,male,2,rent,none,none,5443,12,business,good,NA,NA
33,male,1,rent,none,moderate,6844,32,business,bad,524,20837
39,female,2,free,rich,none,3008,52,car,good,412,36462
64,male,2,own,little,rich,3888,16,car,good,612,57743
28,male,1,rent,rich,rich,3825,24,business,bad,NA,52290
54,female,2,rent,little,little,6762,16,education,good,745,65889
39,female,3,own,little,none,4281,56,business,bad,NA,31027
26,female,2,own,moderate,moderate,1396,10,education,good,584,34437
61,female,3,NA,rich,none,8709,13,education,bad,563,22313
64,female,1,free,none,none,11056,11,radio/TV,bad,711,NA
40,male,2,rent,little,none,8162,51,radio/TV,good,NA,NA
38,male,2,rent,none,moderate,5832,34,furniture/equipment,bad,556,23261
44,female,NA,free,little,moderate,6805,22,business,bad,614,63769
42,female,2,own,little,none,5939,52,business,good,768,26539
62,male,3,free,moderate,none,5204,32,business,good,585,26727
39,male,3,rent,none,rich,6709,22,education,good,582,29027
33,male,2,free,little,NA,8931,NA,business,good,578,19503
45,female,2,free,none,rich,8222,NA,business,bad,NA,21499
35,female,2,rent,NA,rich,3840,44,car,good,620,26839
NA,NA,3,free,none,rich,2052,57,radio/TV,bad,576,46661
23,female,1,NA,moderate,little,NA,NA,car,good,664,37312
55,female,3,own,moderate,little,8357,14,radio/TV,bad,715,35536
NA,female,NA,rent,little,rich,4526,18,car,good,617,43221
51,male,2,NA,moderate,rich,6469,51,car,bad,611,50473
60,female,3,free,NA,NA,3940,30,furniture/equipment,bad,471,41345
45,NA,1,free,rich,rich,1417,35,furniture/equipment,bad,577,26671
24,female,3,rent,rich,NA,3562,58,car,bad,495,10000
26,female,2,rent,moderate,moderate,7635,36,education,good,647,44440
36,male,3,free,moderate,moderate,7725,16,business,good,608,49190
39,female,2,free,none,none,3174,20,furniture/equipment,good,573,41720
24,female,2,free,moderate,none,NA,37,car,bad,540,40454
57,female,3,free,rich,rich,6631,20,car,bad,554,50388
46,female,2,free,little,rich,NA,32,NA,good,NA,50296
26,female,1,rent,rich,rich,10901,59,car,bad,489,NA
54,female,3,free,little,rich,3225,9,furniture/equipment,good,732,33821
25,male,1,free,moderate,moderate,2669,42,business,bad,637,27086
27,male,1,own,NA,moderate,500,NA,car,good,NA,34791
51,female,2,own,NA,moderate,NA,53,radio/TV,bad,NA,15537
NA,female,1,own,little,NA,3024,10,furniture/equipment,good,NA,44161
63,female,3,free,none,none,11982,10,radio/TV,bad,791,25314
29,male,3,free,moderate,rich,8370,37,furniture/equipment,bad,568,75932
NA,male,2,own,none,little,10356,54,furniture/equipment,good,558,43806
24,male,NA,own,little,moderate,7186,NA,business,bad,570,24888
57,male,3,rent,none,little,NA,36,car,good,616,45285
33,male,1,rent,moderate,moderate,4101,40,furniture/equipment,good,725,24497
25,male,2,own,NA,none,5374,27,car,bad,494,16745
44,female,3,own,rich,little,5322,39,car,good,749,54133
44,female,1,own,none,little,9128,58,radio/TV,bad,510,20703
63,female,NA,own,moderate,little,6244,49,education,bad,500,24570
25,female,2,NA,rich,moderate,2898,17,car,good,524,37613
26,female,1,free,none,rich,9275,58,radio/TV,bad,671,51568
20,female,1,free,none,moderate,500,NA,NA,good,728,55196
22,male,2,free,moderate,none,4180,33,radio/TV,bad,571,NA
53,NA,3,rent,little,moderate,7978,19,radio/TV,bad,630,45866
NA,male,3,rent,none,moderate,6174,49,business,good,530,57820
38,female,3,free,rich,rich,8379,13,radio/TV,bad,662,34754
39,female,1,NA,NA,none,NA,26,business,good,600,50913
32,female,3,rent,moderate,none,4843,41,car,good,689,45765
57,male,2,free,none,rich,3882,24,education,good,556,NA
40,female,2,own,none,little,6589,NA,education,good,752,41052
48,female,2,free,rich,rich,5160,NA,car,good,627,36051
61,female,2,own,none,moderate,1953,44,car,good,706,40783
NA,female,2,free,moderate,little,NA,23,education,good,716,13702
25,female,3,free,moderate,rich,6177,42,car,bad,637,22223
50,female,1,own,rich,little,6109,59,education,bad,629,10000
59,female,2,free,none,little,4852,42,radio/TV,good,781,65610
31,female,3,NA,little,little,2966,42,business,bad,582,25933
47,male,2,rent,rich,rich,10721,41,business,good,583,43885
22,female,1,own,little,none,9305,42,furniture/equipment,good,650,NA
53,male,1,rent,moderate,little,3467,NA,car,bad,625,15677
62,male,1,own,little,none,7608,NA,furniture/equipment,bad,716,51208
32,male,1,own,rich,moderate,13111,29,car,bad,593,48443
21,male,2,rent,rich,rich,5007,22,car,good,641,45831
36,female,2,own,moderate,none,1325,53,radio/TV,good,698,33193
45,female,NA,free,moderate,rich,3107,37,education,good,621,43842
22,female,3,own,rich,rich,7671,52,education,bad,636,44640
25,male,2,rent,rich,little,9867,40,car,bad,NA,15445
65,male,3,rent,none,rich,2971,33,NA,good,415,41478
57,male,1,rent,rich,none,4670,32,business,good,719,54377
63,male,2,own,NA,none,6593,53,furniture/equipment,bad,542,26915
44,male,2,own,little,NA,9597,18,education,bad,579,16407
NA,female,2,own,moderate,moderate,5858,44,car,good,737,60132
38,male,1,free,none,rich,6068,26,NA,good,633,46113
59,male,3,NA,moderate,moderate,NA,23,business,bad,397,25868
24,female,1,free,little,NA,2040,47,radio/TV,good,780,50084
37,male,3,free,rich,rich,4348,30,education,bad,526,38799
48,male,1,own,moderate,NA,6721,42,furniture/equipment,bad,519,44714
34,male,1,NA,rich,none,2612,46,radio/TV,bad,513,61473
43,female,2,rent,moderate,none,4740,11,education,good,629,41427
43,female,1,free,moderate,none,8149,57,car,bad,607,32562
65,male,1,NA,little,none,3100,17,NA,good,649,31384
59,female,3,rent,none,moderate,8845,34,education,bad,502,31000
58,female,2,own,moderate,none,2208,14,NA,good,838,26863
NA,female,3,own,little,rich,5510,18,radio/TV,bad,564,33939
36,male,1,own,moderate,none,7504,36,business,bad,742,11351
34,male,1,free,rich,rich,2552,12,business,good,643,43555
39,male,2,own,rich,rich,9761,25,car,good,532,53243
39,female,3,free,moderate,none,9066,44,radio/TV,bad,529,55296
33,male,3,own,moderate,little,500,20,furniture/equipment,good,651,55590
36,male,NA,own,rich,rich,6828,45,furniture/equipment,bad,688,10000
63,female,2,own,little,NA,4068,49,furniture/equipment,good,524,NA
48,female,1,rent,NA,NA,7459,24,furniture/equipment,bad,702,44980
NA,male,1,own,rich,little,5323,46,NA,good,694,54338
36,female,3,own,rich,moderate,2570,20,radio/TV,bad,712,23573
60,male,2,own,moderate,none,NA,13,business,good,676,61503
NA,female,1,free,none,rich,6836,47,radio/TV,good,651,NA
46,male,2,free,little,moderate,5020,39,education,good,598,54359
26,male,2,own,NA,moderate,10975,50,radio/TV,bad,670,43308
35,male,2,free,little,moderate,7574,33,radio/TV,bad,NA,55114
50,female,1,free,moderate,none,7332,42,business,good,713,53291
46,female,2,own,NA,rich,5725,35,furniture/equipment,bad,797,40003
28,male,NA,own,moderate,moderate,4163,47,education,bad,702,16169
NA,male,3,free,rich,rich,3110,25,car,good,NA,44156
NA,male,3,free,little,none,8413,52,education,good,687,36442
44,female,3,own,rich,little,3853,NA,business,bad,629,34187
24,male,3,own,moderate,little,7895,49,education,bad,618,47861
22,male,1,free,none,moderate,6619,11,education,bad,735,55813
38,female,2,free,none,none,NA,36,radio/TV,good,816,NA
37,female,1,NA,none,little,12101,37,car,bad,656,27393
25,NA,3,free,none,none,4910,NA,car,bad,545,40314
37,male,1,own,moderate,little,6080,40,radio/TV,good,708,32836
61,female,2,own,rich,none,3561,50,education,good,723,39204
38,male,1,own,none,moderate,NA,26,education,good,484,23303
36,male,3,free,little,little,4969,38,radio/TV,bad,504,55960
59,male,2,own,rich,none,4561,43,car,bad,599,40410
57,female,1,own,moderate,none,5914,19,furniture/equipment,bad,620,36104
21,male,NA,rent,moderate,rich,8566,45,education,bad,684,22266
49,male,2,rent,moderate,rich,9044,26,car,good,669,66445
49,NA,1,free,little,rich,2646,46,business,bad,725,NA
49,female,3,NA,rich,little,4959,54,furniture/equipment,good,705,57332
34,female,1,free,rich,moderate,NA,40,car,bad,564,23154
49,female,3,own,little,little,5311,53,car,good,609,28055
49,male,1,free,moderate,moderate,10461,15,NA,bad,625,27660
53,female,2,free,none,moderate,8529,54,car,bad,618,17790
22,female,3,own,none,moderate,8334,49,NA,bad,800,30754
NA,male,2,rent,rich,moderate,7506,10,car,good,582,50189
20,female,2,own,none,rich,7700,28,education,bad,458,17516
47,female,1,rent,moderate,little,7266,36,furniture/equipment,good,692,51797
NA,female,2,own,none,moderate,6500,16,NA,good,601,36630
49,male,3,free,moderate,rich,7999,57,car,bad,NA,22183
56,male,1,rent,little,rich,5864,55,radio/TV,bad,800,25767
64,male,1,own,none,none,NA,15,education,bad,NA,32613
42,female,3,free,moderate,little,4390,17,education,bad,637,28287
48,female,3,free,rich,rich,6551,NA,car,bad,602,32179
57,male,1,own,rich,rich,5927,9,car,good,801,35827
64,female,3,rent,moderate,moderate,3653,NA,furniture/equipment,bad,597,40901
31,female,1,free,none,NA,5824,14,NA,good,NA,50100
NA,male,2,rent,none,NA,4954,10,radio/TV,good,723,39561
50,female,NA,rent,NA,moderate,NA,NA,business,bad,348,50715
49,female,3,free,moderate,moderate,8045,18,radio/TV,bad,504,41916
38,female,NA,NA,moderate,NA,5226,8,radio/TV,good,668,50214
33,male,1,own,rich,rich,6115,NA,furniture/equipment,good,613,53461
39,male,2,free,rich,little,7186,28,business,bad,656,43072
43,female,2,free,rich,moderate,3500,28,business,good,799,39886
NA,female,3,rent,moderate,rich,8039,NA,car,bad,571,NA
NA,male,NA,own,NA,moderate,NA,12,furniture/equipment,bad,488,24806
23,male,1,free,NA,moderate,9424,39,car,bad,685,55099
42,NA,NA,rent,rich,rich,8429,46,furniture/equipment,bad,472,38173
30,male,3,free,moderate,little,6703,32,business,good,666,40433
61,female,3,rent,NA,rich,8081,25,car,bad,577,30413
48,NA,2,rent,none,little,4727,NA,radio/TV,bad,694,61849
30,female,3,rent,rich,moderate,2163,34,furniture/equipment,good,850,47883
57,female,3,own,NA,none,5860,39,radio/TV,good,603,NA
35,female,3,rent,rich,rich,3299,13,education,good,780,28636
44,male,1,own,none,NA,8124,49,education,bad,463,18437
27,female,3,own,moderate,NA,10220,33,radio/TV,good,728,28335
37,NA,2,free,rich,moderate,5059,30,furniture/equipment,good,765,47679
39,male,2,rent,none,none,6178,44,furniture/equipment,good,612,35805
49,male,2,free,none,NA,NA,13,NA,good,662,22914
48,female,2,own,moderate,none,7107,45,furniture/equipment,bad,533,27551
34,female,3,free,none,little,7742,37,furniture/equipment,bad,445,45378
38,male,2,own,none,none,5813,27,education,good,584,41392
40,male,1,own,moderate,rich,8011,27,NA,good,748,25336
54,female,2,own,NA,moderate,3716,NA,furniture/equipment,good,509,29930
56,male,2,own,moderate,moderate,7777,32,radio/TV,good,850,NA
39,male,1,rent,moderate,none,5428,16,furniture/equipment,good,466,36152
45,female,2,own,little,rich,7469,27,furniture/equipment,good,731,54947
59,female,1,rent,little,NA,2324,36,business,bad,NA,26781
53,male,3,free,none,little,8130,57,radio/TV,bad,613,27708
39,female,1,free,moderate,none,7987,36,NA,bad,NA,48012
52,female,2,NA,little,little,6630,32,radio/TV,good,760,12000
NA,male,1,rent,none,little,8316,18,furniture/equipment,bad,679,44202
56,female,3,rent,moderate,NA,NA,14,radio/TV,bad,553,32426
61,male,3,free,none,rich,NA,53,radio/TV,bad,590,38850
24,male,3,rent,rich,rich,4983,NA,radio/TV,good,734,52835
42,male,3,rent,moderate,little,5621,20,radio/TV,good,NA,63162
56,male,1,own,moderate,none,1370,46,NA,bad,721,30611
30,female,3,own,NA,none,7453,12,radio/TV,good,556,46365
NA,male,NA,free,little,none,3093,33,education,bad,509,48094
50,female,3,own,little,moderate,8745,19,business,bad,725,51280
24,female,3,rent,rich,little,8386,10,furniture/equipment,good,802,59242
62,male,3,free,little,little,5870,53,furniture/equipment,good,836,NA
34,male,2,NA,moderate,none,6342,21,education,bad,453,51004
64,female,3,free,little,moderate,10295,60,radio/TV,bad,627,25349
27,female,2,NA,rich,none,9830,19,business,good,820,NA
30,male,3,free,rich,rich,2955,14,car,good,NA,25010
38,male,3,rent,little,moderate,7641,22,education,good,674,47619
57,female,3,NA,rich,rich,9148,45,car,bad,659,42041
38,male,2,rent,moderate,NA,2512,53,education,bad,447,10000
22,male,1,rent,little,none,3578,55,furniture/equipment,bad,586,23581
52,female,3,free,little,moderate,5050,42,business,good,547,39671
49,male,2,rent,NA,little,4167,22,furniture/equipment,good,724,50062
NA,male,3,own,NA,none,6517,55,business,bad,721,34332
49,female,NA,free,none,rich,6534,33,car,bad,419,31264
48,female,3,own,moderate,moderate,11809,23,education,good,757,32515
NA,NA,2,free,rich,none,9099,12,NA,good,NA,28237
21,male,1,rent,rich,rich,7160,50,education,bad,491,37581
54,male,1,rent,rich,NA,8200,46,business,bad,800,26418
41,female,1,own,little,NA,6307,27,furniture/equipment,bad,483,54965
30,male,3,own,rich,NA,2643,12,NA,good,601,45012
50,male,3,own,NA,moderate,7606,41,business,bad,NA,27853
61,female,1,own,NA,moderate,NA,53,furniture/equipment,good,779,23452
36,male,1,rent,moderate,rich,8348,NA,radio/TV,bad,667,40076
51,female,NA,free,none,NA,2375,15,radio/TV,good,549,49190
52,female,NA,free,rich,little,8212,49,furniture/equipment,good,653,47991
32,female,3,own,little,little,1607,37,education,good,693,13845
41,female,2,free,rich,NA,8976,49,furniture/equipment,good,647,NA
NA,female,3,own,moderate,none,7444,34,education,bad,NA,20897
50,male,1,rent,rich,moderate,4066,14,radio/TV,bad,636,29015
NA,female,2,rent,rich,none,5026,13,car,bad,633,10698
57,male,1,free,none,moderate,3023,53,business,bad,624,55679
26,male,1,rent,moderate,moderate,2402,22,education,good,643,58637
51,female,2,free,rich,moderate,4638,60,business,bad,527,44057
65,male,3,NA,rich,moderate,8991,52,car,bad,381,31235
58,male,1,rent,none,little,4655,45,radio/TV,good,748,35551
39,NA,2,own,little,little,10152,21,NA,bad,514,61984
27,female,3,free,rich,NA,7688,41,education,bad,644,33089
63,female,1,NA,rich,rich,850,24,furniture/equipment,bad,696,60147
NA,male,3,NA,rich,rich,500,27,education,bad,NA,22062
48,male,1,own,moderate,none,5053,13,car,good,682,51330
27,female,2,rent,rich,none,8540,21,radio/TV,good,648,50819
28,male,1,rent,moderate,none,7500,35,business,good,668,38063
65,female,3,rent,moderate,rich,3528,35,radio/TV,bad,500,44271
42,female,2,free,little,none,4739,22,radio/TV,bad,622,29859
55,male,3,rent,little,none,NA,53,car,good,711,41381
53,female,1,free,rich,little,3440,17,furniture/equipment,good,632,50612
25,female,2,free,moderate,none,6618,54,car,good,634,38824
48,female,2,rent,NA,none,3418,21,education,good,750,28815
58,male,2,free,rich,moderate,8050,56,furniture/equipment,bad,550,30021
50,male,1,rent,none,moderate,2315,NA,radio/TV,good,NA,44170
62,male,3,rent,moderate,NA,5874,29,business,good,738,53494
NA,female,3,rent,moderate,rich,6250,33,radio/TV,bad,667,NA
26,male,2,rent,moderate,rich,3147,10,furniture/equipment,good,601,54318
32,NA,2,own,rich,NA,5995,16,business,good,760,57288
61,female,1,rent,none,moderate,2885,43,furniture/equipment,good,641,44836
NA,female,2,rent,little,moderate,NA,15,furniture/equipment,good,525,NA
53,female,2,own,moderate,moderate,2994,55,radio/TV,bad,667,24611
NA,male,NA,rent,little,moderate,5996,52,furniture/equipment,good,767,25540
23,male,3,own,little,NA,NA,20,furniture/equipment,good,763,61402
29,female,3,free,moderate,little,6448,32,education,bad,NA,53994
34,male,1,free,moderate,none,8046,18,car,bad,680,47625
58,male,2,rent,little,moderate,6991,31,furniture/equipment,good,734,35391
41,male,3,free,moderate,NA,1256,23,NA,good,528,50243
65,male,3,own,none,little,7708,49,NA,good,NA,66153
26,male,1,free,rich,moderate,NA,45,education,good,604,30480
52,male,3,free,moderate,moderate,8151,11,NA,bad,635,20049
31,male,NA,free,rich,moderate,6613,30,business,good,586,64822
56,female,1,rent,none,moderate,7539,27,radio/TV,good,597,42017
45,female,3,rent,little,little,8890,11,car,good,596,46211
65,male,3,free,moderate,little,4311,29,radio/TV,good,850,NA
37,male,3,own,none,little,5672,22,radio/TV,good,624,21643
30,female,3,free,moderate,none,7963,10,car,good,423,42715
24,NA,3,own,NA,little,6534,44,radio/TV,bad,562,20014
63,female,2,own,NA,little,8929,27,education,good,752,33445
NA,male,3,free,moderate,none,4520,58,furniture/equipment,bad,707,36563
30,male,NA,free,little,moderate,4449,40,education,bad,566,58706
25,female,2,rent,NA,little,3676,31,business,good,616,65740
25,female,3,rent,rich,moderate,4874,10,furniture/equipment,bad,390,30480
39,male,1,free,none,little,9680,27,business,bad,674,43786
NA,female,3,own,rich,rich,NA,44,car,bad,618,35746
61,female,3,rent,none,little,9033,31,radio/TV,good,659,62744
27,female,NA,own,rich,rich,6360,28,furniture/equipment,bad,NA,32268
49,female,2,free,none,moderate,8093,31,business,bad,616,NA
58,male,3,own,moderate,NA,7332,23,furniture/equipment,bad,606,25635
24,female,3,free,moderate,none,4992,15,education,bad,654,24069
20,male,NA,rent,none,little,6024,37,business,good,648,NA
58,male,3,rent,moderate,little,3059,39,furniture/equipment,good,805,31356
40,male,1,rent,little,moderate,2287,49,furniture/equipment,good,762,48794
26,male,3,free,none,little,9013,53,radio/TV,bad,691,10000
29,male,1,rent,little,little,7676,27,car,bad,640,42091
46,male,3,NA,little,little,6767,36,business,bad,551,33079
63,male,3,own,none,moderate,4021,51,car,good,657,42183
59,female,NA,own,little,none,2695,22,education,good,NA,69854
44,male,NA,rent,moderate,rich,8126,14,car,bad,660,23685
29,female,2,own,moderate,none,7827,9,business,good,782,31922
65,female,2,NA,little,rich,NA,54,radio/TV,bad,568,19475
NA,female,1,rent,little,little,6132,52,education,good,563,52169
59,female,3,rent,rich,none,11131,54,car,bad,658,43870
40,female,3,own,rich,rich,4107,11,education,good,755,38793
59,male,2,own,moderate,little,14873,51,education,bad,717,34064
48,female,3,rent,moderate,little,6748,44,business,good,614,47282
30,male,2,free,none,none,2496,35,NA,good,659,44776
28,female,1,rent,none,rich,8196,44,business,bad,779,16867
50,NA,2,free,rich,rich,NA,39,furniture/equipment,good,592,47399
24,NA,2,own,NA,little,3172,35,furniture/equipment,good,741,53517
NA,male,3,rent,rich,rich,7283,48,NA,good,634,41947
31,male,2,own,little,none,11483,13,education,bad,553,NA
27,male,3,rent,moderate,moderate,7967,25,education,bad,592,43927
30,female,3,free,moderate,moderate,8933,37,education,bad,720,29354
21,male,2,rent,none,none,7255,16,car,bad,550,31231
49,NA,2,NA,little,little,2003,42,business,bad,507,21428
40,female,3,own,none,moderate,9236,15,car,bad,746,10000
63,female,2,rent,none,rich,2591,NA,car,good,766,36885
35,male,1,free,none,rich,6043,39,business,good,543,40912
65,female,1,rent,rich,little,8027,14,business,bad,537,NA
25,female,1,own,little,NA,4251,13,car,bad,632,36026
38,female,2,rent,moderate,little,3967,40,business,good,592,45393
27,male,2,free,rich,rich,NA,24,education,bad,664,27921
58,male,1,own,none,none,10115,21,NA,good,729,64926
56,male,1,own,little,little,4440,12,education,bad,634,47636
NA,female,1,free,rich,little,5331,52,radio/TV,bad,603,17958
52,female,2,free,moderate,none,1824,39,NA,good,628,38983
54,female,2,free,rich,none,8830,28,education,good,717,53300
22,female,NA,own,NA,moderate,12177,24,car,bad,586,40378
40,female,3,free,little,moderate,1966,50,car,good,850,37083
NA,female,2,rent,little,rich,2786,25,education,good,730,48036
30,female,1,rent,none,little,4803,18,education,bad,534,27417
36,male,1,free,none,rich,3230,47,business,good,587,32171
47,female,3,rent,rich,rich,7419,31,radio/TV,bad,692,14226
65,female,2,own,moderate,little,9044,53,furniture/equipment,bad,499,14744
54,female,NA,rent,none,moderate,8626,20,furniture/equipment,bad,712,50840
35,female,2,NA,rich,none,12482,57,radio/TV,bad,599,45847
50,female,3,rent,none,moderate,5724,39,education,good,850,48763
53,female,1,free,none,rich,8208,40,education,good,585,57362
NA,male,3,free,moderate,rich,4673,20,education,good,759,57347
42,male,1,own,moderate,none,4146,10,car,bad,662,35976
53,male,1,rent,none,none,3374,19,furniture/equipment,good,655,42055
40,female,1,rent,rich,moderate,7868,47,business,good,521,58918
30,male,1,free,moderate,rich,6130,26,education,good,675,56908
60,NA,1,rent,moderate,NA,NA,19,furniture/equipment,bad,562,55226
32,male,NA,own,none,moderate,NA,44,NA,bad,657,28011
20,NA,2,rent,none,rich,820,53,radio/TV,good,796,40057
63,male,3,rent,little,none,6876,13,business,good,NA,52703
NA,male,2,rent,moderate,rich,4169,42,education,bad,NA,29200
47,female,3,free,NA,moderate,1593,30,education,good,623,35149
41,male,2,rent,little,none,820,36,car,good,589,45205
36,male,3,free,little,little,8605,31,business,good,676,NA
34,male,2,free,little,rich,850,15,car,good,585,40274
34,male,NA,own,little,little,2391,25,NA,good,754,NA
38,male,NA,free,rich,none,7026,56,education,bad,715,13252
43,female,2,rent,rich,none,4779,47,business,good,744,54802
48,female,3,own,NA,none,11418,17,education,good,528,34169
23,male,NA,own,none,rich,5523,31,education,good,705,NA
33,female,3,own,rich,little,8454,15,furniture/equipment,bad,606,29088
38,male,1,NA,rich,NA,9024,33,radio/TV,bad,610,20186
39,male,3,NA,none,rich,1306,22,furniture/equipment,good,721,34131
61,male,2,free,moderate,moderate,3002,12,radio/TV,good,850,59424
56,female,1,NA,little,rich,6069,19,furniture/equipment,good,697,44595
57,male,2,own,NA,NA,10948,46,business,bad,434,23312
28,male,2,free,rich,NA,7953,38,NA,good,595,58233
62,male,1,free,little,none,7950,32,education,bad,568,65182
54,female,1,free,NA,moderate,3910,53,education,bad,519,37148
49,male,2,NA,moderate,moderate,NA,14,furniture/equipment,good,755,44449
40,male,2,own,rich,rich,10411,NA,car,bad,800,33190
57,male,1,own,moderate,rich,2545,9,NA,good,759,24804
53,female,2,free,NA,NA,6339,21,radio/TV,bad,709,41031
49,female,3,own,little,little,6978,15,education,bad,505,59308
47,female,3,rent,none,moderate,10220,29,education,good,546,42879
NA,female,3,NA,none,little,3077,16,furniture/equipment,good,669,34983
33,female,2,free,little,NA,NA,38,business,bad,496,28094
51,male,3,free,rich,moderate,7606,46,NA,good,657,56329
59,female,1,rent,little,none,6223,37,business,good,678,54792
23,female,1,own,moderate,little,8896,41,radio/TV,bad,601,45035
NA,female,1,free,moderate,none,3510,56,NA,bad,717,30523
33,male,1,free,moderate,rich,6803,39,radio/TV,bad,515,10000
63,male,3,own,moderate,little,8765,55,NA,bad,556,40850
53,female,2,free,NA,NA,9401,55,furniture/equipment,bad,544,31639
32,male,1,own,none,little,5558,10,business,good,708,21775
53,female,1,free,NA,rich,2732,27,education,good,850,45561
47,NA,2,free,none,none,7567,33,education,good,850,52217
28,male,1,free,little,rich,4934,24,furniture/equipment,bad,526,62977
36,female,2,own,rich,rich,923,38,education,good,728,21797
37,female,2,rent,little,moderate,5656,49,NA,good,796,35935
26,male,3,rent,rich,little,6183,35,furniture/equipment,good,586,48716
59,male,NA,rent,rich,none,1966,49,radio/TV,good,825,61190
40,NA,3,own,none,none,3357,15,car,good,608,39691
52,NA,3,rent,none,NA,NA,58,car,bad,769,26325
32,female,2,own,none,moderate,4641,NA,business,good,608,36574
37,male,2,NA,rich,little,6831,46,education,bad,522,30040
64,female,NA,NA,little,moderate,2813,13,radio/TV,good,605,41052
22,female,3,free,none,none,6719,49,furniture/equipment,good,669,28036
49,female,2,free,rich,moderate,500,11,radio/TV,good,661,25462
47,male,2,free,little,little,5954,49,furniture/equipment,bad,610,44201
25,female,1,own,none,moderate,NA,36,furniture/equipment,good,715,67258
34,female,3,own,rich,rich,5548,24,furniture/equipment,bad,NA,57182
55,female,3,own,none,moderate,5099,50,furniture/equipment,good,565,50569
49,male,2,own,little,rich,9084,59,furniture/equipment,bad,722,44086
48,male,3,own,little,little,5855,50,radio/TV,bad,666,29121
55,male,NA,rent,little,little,5934,41,car,good,641,30841
63,male,2,own,rich,moderate,5310,21,NA,bad,710,33572
60,female,NA,own,little,none,8929,18,business,good,675,51586
33,male,2,free,moderate,moderate,8422,26,radio/TV,bad,554,24568
65,NA,3,rent,none,rich,2736,8,furniture/equipment,good,619,40089
49,male,2,NA,moderate,none,6130,14,education,good,641,44517
NA,male,3,own,rich,little,4351,23,business,good,780,38576
NA,female,3,own,NA,moderate,8192,33,education,bad,600,23823
22,female,3,rent,moderate,none,3946,48,radio/TV,bad,671,24950
26,NA,3,own,little,rich,NA,26,furniture/equipment,good,649,45911
60,female,2,own,NA,rich,5712,19,furniture/equipment,bad,704,36233
21,female,2,free,moderate,moderate,9726,26,education,bad,587,10302
37,NA,3,free,none,rich,4589,53,business,good,759,40967
37,male,3,free,rich,moderate,3928,41,business,bad,755,37661
59,male,1,rent,rich,moderate,6859,19,education,bad,519,27593
59,male,2,own,none,moderate,9332,21,furniture/equipment,bad,626,14034
27,female,3,rent,little,rich,9573,51,NA,good,574,48224
